timestamp,wind_direction,wind_speed,temperature,rainfall,humidity
2025-04-09 13:00:00,274.326,4.06377,28.269,0.4,86.6924
2025-04-09 14:00:00,147.335,7.28957,28.9265,0.0,80.8477
2025-04-09 15:00:00,147.925,5.82318,27.48,0.0,84.068
2025-04-09 16:00:00,147.531,2.31147,29.176,0.0,72.1152
2025-04-09 17:00:00,134.274,5.14418,28.6957,0.0,77.6851
2025-04-09 18:00:00,79.426,3.70012,28.8014,0.0,81.9501
2025-04-09 19:00:00,53.141,2.42751,28.0698,0.0,84.4377
2025-04-09 20:00:00,251.737,2.31117,27.0824,0.0,92.5881
2025-04-09 21:00:00,39.3465,1.00841,24.6673,0.0,
2025-04-09 22:00:00,125.142,3.25093,25.402,0.0,
2025-04-09 23:00:00,47.6208,1.89407,25.3199,0.0,97.9402
2025-04-10 00:00:00,13.7827,1.71391,26.1792,0.0,93.9501
2025-04-10 01:00:00,354.984,2.71337,25.9507,0.0,94.2026
2025-04-10 02:00:00,328.849,2.9827,25.8479,0.0,96.1022
2025-04-10 03:00:00,346.827,2.65649,25.3227,0.0,99.2969
2025-04-10 04:00:00,358.119,3.35228,25.1155,0.0,98.6594
2025-04-10 05:00:00,353.78,2.72994,25.1397,0.0,96.8354
2025-04-10 06:00:00,3.11118,2.42463,24.9803,0.0,96.2924
2025-04-10 07:00:00,328.058,3.1304,25.4132,0.0,94.5557
2025-04-10 08:00:00,331.086,2.37805,26.1596,0.0,93.6698
2025-04-10 09:00:00,30.7503,1.22656,27.2737,0.0,89.0968
2025-04-10 10:00:00,0.74201,3.8428,28.4779,0.0,83.8339
2025-04-10 11:00:00,321.362,4.49837,29.5298,0.0,71.7034
2025-04-10 12:00:00,319.158,4.25036,29.8833,0.0,70.3243
2025-04-10 13:00:00,268.244,4.28585,30.1086,0.0,70.675
2025-04-10 14:00:00,236.928,3.38218,31.3151,0.0,64.1674
2025-04-10 15:00:00,239.083,5.25403,31.5626,0.0,60.9976
2025-04-10 16:00:00,240.466,5.40827,32.2136,0.0,58.2486
2025-04-10 17:00:00,247.505,3.56902,31.8606,0.0,59.3332
2025-04-10 18:00:00,325.479,2.36832,30.5073,0.0,68.4128
2025-04-10 19:00:00,65.1864,5.50461,28.4125,0.0,82.566
2025-04-10 20:00:00,70.2948,4.73059,27.1361,0.0,87.4517
2025-04-10 21:00:00,138.955,2.73479,27.3196,0.0,85.7552
2025-04-10 22:00:00,103.766,2.24043,27.6416,0.0,84.5767
2025-04-10 23:00:00,93.5516,1.97434,27.3176,0.0,87.1176
2025-04-11 00:00:00,132.843,2.93458,27.0898,0.0,87.0177
2025-04-11 01:00:00,143.024,2.67891,27.6805,0.0,84.1022
2025-04-11 02:00:00,127.425,3.31781,27.2905,0.0,86.4911
2025-04-11 03:00:00,95.4755,2.14133,27.051,0.0,87.4268
2025-04-11 04:00:00,94.2252,1.9179,26.7058,0.0,89.2018
2025-04-11 05:00:00,6.49662,2.03314,25.8856,0.0,94.5024
2025-04-11 06:00:00,319.453,5.84118,26.0324,0.0,90.6671
2025-04-11 07:00:00,320.821,6.53379,25.8811,0.0,90.7153
2025-04-11 08:00:00,313.656,4.75651,26.6422,0.0,86.0533
2025-04-11 09:00:00,335.982,7.35563,25.968,0.0,91.8831
2025-04-11 10:00:00,340.304,4.19428,26.2644,0.0,89.4299
2025-04-11 11:00:00,325.96,4.5712,26.8795,0.0,86.1479
2025-04-11 12:00:00,333.286,7.74941,27.6676,0.0,83.0448
2025-04-11 13:00:00,329.449,9.12277,28.7543,0.0,77.3999
2025-04-11 14:00:00,355.153,8.94031,29.1753,0.0,75.6943
2025-04-11 15:00:00,340.13,7.94011,29.1962,0.0,77.3116
2025-04-11 16:00:00,342.331,6.6833,29.2191,0.0,74.6136
2025-04-11 17:00:00,349.24,7.64484,29.1448,0.0,74.7979
2025-04-11 18:00:00,337.45,5.66857,28.8673,0.0,74.0266
2025-04-11 19:00:00,347.84,6.81663,27.589,0.0,82.3462
2025-04-11 20:00:00,340.86,4.897,27.2414,0.0,86.5491
2025-04-11 21:00:00,338.748,4.65163,27.1237,0.0,86.2932
2025-04-11 22:00:00,347.389,4.20515,27.0933,0.0,87.2109
2025-04-11 23:00:00,326.436,2.54437,27.46,0.0,87.0291
2025-04-12 00:00:00,324.056,4.3451,27.7657,0.0,86.5662
2025-04-12 01:00:00,341.687,4.40756,27.2868,0.0,88.5038
2025-04-12 02:00:00,352.274,3.76606,26.9231,0.0,90.1874
2025-04-12 03:00:00,350.162,2.37124,26.8189,0.0,90.3892
2025-04-12 04:00:00,335.442,3.72639,26.6603,0.0,90.5619
2025-04-12 05:00:00,332.83,3.76562,26.812,0.0,90.585
2025-04-12 06:00:00,353.949,4.19598,26.7476,0.0,89.597
2025-04-12 07:00:00,341.68,4.22461,26.512,0.0,90.2
2025-04-12 08:00:00,333.012,2.79083,27.2414,0.0,88.1355
2025-04-12 09:00:00,341.813,3.58246,28.5492,0.0,83.2214
2025-04-12 10:00:00,355.786,6.39338,29.2553,0.0,77.5474
2025-04-12 11:00:00,9.38547,6.58204,30.035,0.0,72.4305
2025-04-12 12:00:00,342.799,9.22284,31.2549,0.0,65.684
2025-04-12 13:00:00,347.436,7.40779,31.5327,0.0,65.8195
2025-04-12 14:00:00,328.33,7.4213,31.3567,0.0,65.423
2025-04-12 15:00:00,319.613,6.74482,31.8113,0.0,66.1099
2025-04-12 16:00:00,324.534,6.62416,31.4543,0.0,68.3475
2025-04-12 17:00:00,326.455,4.45166,31.974,0.0,69.7284
2025-04-12 18:00:00,43.6755,5.83049,29.3515,0.0,78.3887
2025-04-12 19:00:00,136.392,2.72388,26.7602,0.0,92.6241
2025-04-12 20:00:00,1.52755,2.08897,26.8311,0.0,89.8674
2025-04-12 21:00:00,356.464,2.09715,27.2233,0.0,86.2249
2025-04-12 22:00:00,41.0068,2.74043,26.4464,0.0,94.3921
2025-04-12 23:00:00,12.4347,7.9773,24.1822,0.4,
2025-04-13 00:00:00,292.352,3.2419,24.0275,0.8,
2025-04-13 01:00:00,260.25,3.06239,24.2693,0.0,
2025-04-13 02:00:00,257.347,3.06431,24.3992,0.0,
2025-04-13 03:00:00,19.4869,1.67301,24.7632,0.0,
