datetime,location,latitude,longitude,flood,temperature_nearest_value,temperature_nearest_distance,temperature_nearest_station,rainfall_nearest_value,rainfall_nearest_distance,rainfall_nearest_station,humidity_nearest_value,humidity_nearest_distance,humidity_nearest_station,wind_direction_nearest_value,wind_direction_nearest_distance,wind_direction_nearest_station,wind_speed_nearest_value,wind_speed_nearest_distance,wind_speed_nearest_station
2024-12-29T16:50:00,Thrift Dr (near Jln Usaha),1.3437173,103.8836814,1,25.7,0.6231020293747583,Kim Chuan Road,7.8,0.6231020293747583,Kim Chuan Road,91.5,0.6231020293747583,Kim Chuan Road,353.0,0.6231020293747583,Kim Chuan Road,10.0,0.6231020293747583,Kim Chuan Road
2024-12-29T16:49:00,Craig Rd (Duxton Rd to TG Pagar Rd),1.2775902,103.8426227,1,25.3,3.462952302541135,Sentosa,2.01,2.511349096231457,Henderson Road,94.1,3.462952302541135,Sentosa,205.0,3.0908313604017064,Marina Gardens Drive,6.5,3.0908313604017064,Marina Gardens Drive
2024-12-29T16:48:00,Junction of Bishan St 21 and Jln Pemimpin,1.3526,103.8352,1,24.4,4.651923804122539,Scotts Road,9.2,1.2436208918882283,Lornie Road,99.3,4.651923804122539,Scotts Road,234.0,4.651923804122539,Scotts Road,7.4,4.651923804122539,Scotts Road
2024-12-29T16:48:00,Upp Hokkien St,1.3521,103.8198,1,24.4,4.956061241628442,Scotts Road,9.2,1.9143082025139122,Lornie Road,99.3,4.956061241628442,Scotts Road,234.0,4.956061241628442,Scotts Road,7.4,4.956061241628442,Scotts Road
2024-12-29T16:47:00,Bt Timah Rd (Wilby Rd to Blackmore Dr),1.3410733,103.7769981,1,24.6,0.8155997898314141,Clementi Road,7.4,0.8155997898314141,Clementi Road,97.7,0.8155997898314141,Clementi Road,331.0,0.8155997898314141,Clementi Road,6.1,0.8155997898314141,Clementi Road
2024-12-29T16:47:00,Dunearn Rd (Yarwood Ave to Binjai Pk),1.3286387,103.8042421,1,24.6,3.1048767158851933,Clementi Road,9.2,0.7760803562603024,Coronation Walk,97.7,3.1048767158851933,Clementi Road,331.0,3.1048767158851933,Clementi Road,6.1,3.1048767158851933,Clementi Road
2024-12-29T16:45:00,Junction of Lor Kismis and Toh Tuck Rise,1.3521,103.8198,1,24.6,4.956061241628442,Scotts Road,9.2,1.9143082025139122,Lornie Road,99.3,4.956061241628442,Scotts Road,213.0,4.956061241628442,Scotts Road,8.60001,4.956061241628442,Scotts Road
2024-12-29T16:45:00,Eng Kong Pl (Greenridge Cres to Eng Kong Gdn),1.3348802,103.7672269,1,24.8,1.0733484252095429,Clementi Road,7.4,1.0733484252095429,Clementi Road,97.7,1.0733484252095429,Clementi Road,324.0,1.0733484252095429,Clementi Road,5.7,1.0733484252095429,Clementi Road
2024-12-29T16:45:00,Junction of Toa Payoh Lor 1 and Toa Payoh Lor 2,1.334,103.8471,1,24.6,2.848715578972751,Scotts Road,8.8,0.9697592779814542,Toa Payoh North,99.3,2.848715578972751,Scotts Road,213.0,2.848715578972751,Scotts Road,8.60001,2.848715578972751,Scotts Road
2024-12-29T16:43:00,Lor Gambir,1.3521,103.8198,1,24.6,4.956061241628442,Scotts Road,7.6,1.9143082025139122,Lornie Road,99.3,4.956061241628442,Scotts Road,200.0,4.956061241628442,Scotts Road,10.2,4.956061241628442,Scotts Road
2024-12-29T16:39:00,"Choa Chu Kang Ave 1 (towards Choa Chu Kang Way, Choa Chu kang Dr to Teck Whye Lane)",1.384,103.747,1,25.0,2.997064413260058,Old Choa Chu Kang Road,13.2,1.4906568765643766,Bukit Panjang Road,99.3,2.997064413260058,Old Choa Chu Kang Road,285.0,6.475600025842468,Clementi Road,3.0,6.475600025842468,Clementi Road
2024-12-16T15:18:00,Bedok North Ave 3 (Bedok Reservoir MRT),1.3236,103.9273,1,25.3,4.073499695314585,East Coast Parkway,0.4,2.668528114451689,Marine Parade Road,94.7,4.073499695314585,East Coast Parkway,274.0,4.073499695314585,East Coast Parkway,5.9,4.073499695314585,East Coast Parkway
2024-12-16T15:18:00,Jln Pokok Serunai,1.3136136,103.9365203,1,25.3,2.89131935540986,East Coast Parkway,3.6,2.89131935540986,East Coast Parkway,94.7,2.89131935540986,East Coast Parkway,274.0,2.89131935540986,East Coast Parkway,5.9,2.89131935540986,East Coast Parkway
2024-12-16T15:17:00,Upp Paya Lebar Service Rd (Lim Teck Boo Rd to Rochdale Rd),1.3178,103.8918,1,24.8,2.483920121407658,Kim Chuan Road,6.293,1.154441164991131,Geylang East Central,93.6,2.483920121407658,Kim Chuan Road,348.0,2.483920121407658,Kim Chuan Road,10.7,2.483920121407658,Kim Chuan Road
2024-12-16T15:17:00,Jln Lokam (near Upp Paya Lebar Rd),1.3178,103.8918,1,24.8,2.483920121407658,Kim Chuan Road,6.293,1.154441164991131,Geylang East Central,93.6,2.483920121407658,Kim Chuan Road,348.0,2.483920121407658,Kim Chuan Road,10.7,2.483920121407658,Kim Chuan Road
2024-12-16T15:17:00,Thrift Dr (near Jln Usaha),1.3437173,103.8836814,1,24.8,0.6231020293747583,Kim Chuan Road,5.4,0.6231020293747583,Kim Chuan Road,93.6,0.6231020293747583,Kim Chuan Road,348.0,0.6231020293747583,Kim Chuan Road,10.7,0.6231020293747583,Kim Chuan Road
2024-12-16T15:11:00,Lor Gambir,1.3521,103.8198,1,25.4,4.956061241628442,Scotts Road,7.2,1.9143082025139122,Lornie Road,89.3,4.956061241628442,Scotts Road,354.0,4.956061241628442,Scotts Road,8.2,4.956061241628442,Scotts Road
2024-12-11T19:12:00,Upp Paya Lebar Service Rd (Lim Teck Boo Rd to Rochdale Rd),1.3178,103.8918,1,24.8,2.483920121407658,Kim Chuan Road,1.421,1.154441164991131,Geylang East Central,93.0,2.483920121407658,Kim Chuan Road,24.0,2.483920121407658,Kim Chuan Road,12.8,2.483920121407658,Kim Chuan Road
2024-12-11T19:12:00,Jln Lokam (near Upp Paya Lebar Rd),1.3178,103.8918,1,24.8,2.483920121407658,Kim Chuan Road,1.421,1.154441164991131,Geylang East Central,93.0,2.483920121407658,Kim Chuan Road,24.0,2.483920121407658,Kim Chuan Road,12.8,2.483920121407658,Kim Chuan Road
2024-12-11T19:12:00,Thrift Dr (near Jln Usaha),1.3437173,103.8836814,1,24.8,0.6231020293747583,Kim Chuan Road,4.8,0.6231020293747583,Kim Chuan Road,93.0,0.6231020293747583,Kim Chuan Road,24.0,0.6231020293747583,Kim Chuan Road,12.8,0.6231020293747583,Kim Chuan Road
2024-12-03T19:32:00,Upp East Coast Rd (near Parbury Ave),1.3521,103.8198,1,25.5,4.956061241628442,Scotts Road,2.2,1.9143082025139122,Lornie Road,99.2,4.956061241628442,Scotts Road,283.0,4.956061241628442,Scotts Road,2.7,4.956061241628442,Scotts Road
2024-12-03T19:23:00,Jln Pokok Serunai,1.3136136,103.9365203,1,24.4,2.89131935540986,East Coast Parkway,2.8,2.89131935540986,East Coast Parkway,94.6,2.89131935540986,East Coast Parkway,270.0,2.89131935540986,East Coast Parkway,8.7,2.89131935540986,East Coast Parkway
2024-12-03T19:22:00,Junction of Swan Lake Ave and Jln Terang Bulan,1.3521,103.8198,1,25.3,4.956061241628442,Scotts Road,1.2,1.9143082025139122,Lornie Road,99.3,4.956061241628442,Scotts Road,286.0,4.956061241628442,Scotts Road,2.6,4.956061241628442,Scotts Road
2024-12-03T19:09:00,Lor Gambir,1.3521,103.8198,1,24.7,4.956061241628442,Scotts Road,1.2,1.9143082025139122,Lornie Road,98.8,4.956061241628442,Scotts Road,287.0,4.956061241628442,Scotts Road,6.0,4.956061241628442,Scotts Road
2024-11-29T06:30:00,Bt Timah Rd (Wilby Rd to Blackmore Dr),1.3410733,103.7769981,1,23.8,0.8155997898314141,Clementi Road,7.6,0.8155997898314141,Clementi Road,98.5,0.8155997898314141,Clementi Road,199.0,0.8155997898314141,Clementi Road,3.0,0.8155997898314141,Clementi Road
2024-11-29T06:27:00,Dunearn Rd (Yarwood Ave to Binjai Pk),1.3286387,103.8042421,1,23.7,3.1048767158851933,Clementi Road,5.6,0.7760803562603024,Coronation Walk,98.5,3.1048767158851933,Clementi Road,188.0,3.1048767158851933,Clementi Road,3.7,3.1048767158851933,Clementi Road
2024-11-29T06:13:00,Junction of Neo Pee Teck Lane and Pasir Panjang Rd,1.3521,103.8198,1,24.6,4.956061241628442,Scotts Road,0.0,1.9143082025139122,Lornie Road,96.7,4.956061241628442,Scotts Road,203.0,4.956061241628442,Scotts Road,8.39999,4.956061241628442,Scotts Road
2024-11-29T06:03:00,Jln Boon Lay (Enterprise Rd to International Rd),1.3246,103.7055,1,24.5,3.5425887065997,Nanyang Avenue,4.2,1.8919707605280875,Jurong Pier Road,97.2,3.5425887065997,Nanyang Avenue,250.0,3.5425887065997,Nanyang Avenue,3.8,3.5425887065997,Nanyang Avenue
2024-11-24T16:43:00,Jln Boon Lay (Enterprise Rd to International Rd),1.3246,103.7055,1,24.7,3.5425887065997,Nanyang Avenue,2.6,1.8919707605280875,Jurong Pier Road,97.5,3.5425887065997,Nanyang Avenue,335.0,3.5425887065997,Nanyang Avenue,1.8,3.5425887065997,Nanyang Avenue
2024-11-23T18:42:00,Lor Gambir,1.3521,103.8198,1,26.1,4.956061241628442,Scotts Road,0.0,1.9143082025139122,Lornie Road,88.1,4.956061241628442,Scotts Road,12.0,4.956061241628442,Scotts Road,4.0,4.956061241628442,Scotts Road
2024-11-22T15:22:00,Jln Nipah (cul-de-sac),1.3261369,103.9530576,1,24.6,1.7483679962358232,East Coast Parkway,1.6,1.7483679962358232,East Coast Parkway,96.0,1.7483679962358232,East Coast Parkway,306.0,1.7483679962358232,East Coast Parkway,5.0,1.7483679962358232,East Coast Parkway
2024-11-22T15:22:00,Jln Seaview,1.2993119,103.8954604,1,23.8,4.568277465832308,Kim Chuan Road,5.4,1.0062625233524556,Poole Road,95.0,4.568277465832308,Kim Chuan Road,15.0,3.528186170423567,Marina Gardens Drive,5.6,3.528186170423567,Marina Gardens Drive
2024-11-22T15:22:00,Junction of Mtbatten Rd and TG Katong Rd South,1.3521,103.8198,1,24.6,4.956061241628442,Scotts Road,0.6,1.9143082025139122,Lornie Road,99.3,4.956061241628442,Scotts Road,6.0,4.956061241628442,Scotts Road,4.7,4.956061241628442,Scotts Road
2024-11-22T15:16:00,"Choa Chu Kang Ave 1 (towards Choa Chu Kang Way, Choa Chu kang Dr to Teck Whye Lane)",1.384,103.747,1,26.6,2.997064413260058,Old Choa Chu Kang Road,10.2,1.4906568765643766,Bukit Panjang Road,98.3,2.997064413260058,Old Choa Chu Kang Road,28.0,6.475600025842468,Clementi Road,5.3,6.475600025842468,Clementi Road
2024-11-22T15:14:00,Aljunied Rd under PIE Flyover,1.3521,103.8198,1,23.7,4.956061241628442,Scotts Road,3.4,1.9143082025139122,Lornie Road,99.3,4.956061241628442,Scotts Road,358.0,4.956061241628442,Scotts Road,7.0,4.956061241628442,Scotts Road
2024-11-22T15:12:00,Junction of Upp Changi Rd and Bedok Ave 4,1.3644,103.9915,1,24.5,1.0594151082112884,Upper Changi Road North,3.4,1.0594151082112884,Upper Changi Road North,97.6,1.0594151082112884,Upper Changi Road North,224.0,6.389438292874045,Pulau Ubin,2.9,6.389438292874045,Pulau Ubin
2024-11-22T15:04:00,Serangoon Ave 2 (Boundary Rd to Serangoon Ave 3),1.3554,103.8679,1,23.7,2.8003859266910425,Kim Chuan Road,5.122,1.5110334030986798,Bishan Street 13,94.4,2.8003859266910425,Kim Chuan Road,12.0,2.8003859266910425,Kim Chuan Road,9.8,2.8003859266910425,Kim Chuan Road
2024-11-22T15:00:00,Macpherson Rd OD (Siang Kuang Ave),1.3315268,103.8796231,1,23.6,1.2982033393910848,Kim Chuan Road,3.451,1.1189159044982544,Geylang East Central,94.2,1.2982033393910848,Kim Chuan Road,23.0,1.2982033393910848,Kim Chuan Road,8.89999,1.2982033393910848,Kim Chuan Road
2024-11-22T14:58:00,Upp Paya Lebar Service Rd (Lim Teck Boo Rd to Rochdale Rd),1.3178,103.8918,1,23.7,2.483920121407658,Kim Chuan Road,7.511,1.154441164991131,Geylang East Central,94.1,2.483920121407658,Kim Chuan Road,21.0,2.483920121407658,Kim Chuan Road,8.60001,2.483920121407658,Kim Chuan Road
2024-11-22T14:58:00,Lor Gambir,1.3521,103.8198,1,24.8,4.956061241628442,Scotts Road,3.4,1.9143082025139122,Lornie Road,98.4,4.956061241628442,Scotts Road,327.0,4.956061241628442,Scotts Road,5.5,4.956061241628442,Scotts Road
2024-11-22T14:58:00,Serangoon Ave 2 (Boundary Rd to Serangoon Ave 3),1.3554,103.8679,1,23.7,2.8003859266910425,Kim Chuan Road,4.728,1.5110334030986798,Bishan Street 13,94.1,2.8003859266910425,Kim Chuan Road,21.0,2.8003859266910425,Kim Chuan Road,8.60001,2.8003859266910425,Kim Chuan Road
2024-11-22T14:57:00,Colchester Grove,1.3586498,103.8674903,1,23.8,3.0670983675634553,Kim Chuan Road,12.648,1.5828398071892023,Ang Mo Kio Avenue 10,94.0,3.0670983675634553,Kim Chuan Road,19.0,3.0670983675634553,Kim Chuan Road,8.89999,3.0670983675634553,Kim Chuan Road
2024-11-22T14:57:00,Junction of Macpherson Rd and Playfair Rd,1.3521,103.8198,1,24.8,4.956061241628442,Scotts Road,3.4,1.9143082025139122,Lornie Road,98.2,4.956061241628442,Scotts Road,334.0,4.956061241628442,Scotts Road,5.5,4.956061241628442,Scotts Road
2024-11-22T14:55:00,Jln Chengkek,1.3308149,103.8845592,1,23.9,1.0673655776379143,Kim Chuan Road,7.511,0.5921414005435689,Geylang East Central,93.9,1.0673655776379143,Kim Chuan Road,11.0,1.0673655776379143,Kim Chuan Road,8.89999,1.0673655776379143,Kim Chuan Road
2024-11-22T14:54:00,Jln Gembira,1.3323482,103.8808753,1,23.9,1.1363035886388135,Kim Chuan Road,5.278,1.0309959883906907,Geylang East Central,93.8,1.1363035886388135,Kim Chuan Road,7.0,1.1363035886388135,Kim Chuan Road,9.3,1.1363035886388135,Kim Chuan Road
2024-11-22T14:54:00,Wan Tho Ave (Pheng Geck Ave),1.332778,103.8746238,1,23.9,1.6644592100984663,Kim Chuan Road,7.6,1.6644592100984663,Kim Chuan Road,93.8,1.6644592100984663,Kim Chuan Road,7.0,1.6644592100984663,Kim Chuan Road,9.3,1.6644592100984663,Kim Chuan Road
2024-11-22T14:53:00,Mt Vernon Rd (near Bartley Rd),1.3399252,103.8773067,1,24.0,1.167794869904686,Kim Chuan Road,7.6,1.167794869904686,Kim Chuan Road,93.7,1.167794869904686,Kim Chuan Road,2.0,1.167794869904686,Kim Chuan Road,10.3,1.167794869904686,Kim Chuan Road
